,Unnamed: 0,ref_publisher_id,ref_app_id,platform,day_date,impressions,clicks,spend,installs,ad_revenue_d0,iap_d0,retention_users_d0,ad_revenue_d1,iap_d1,retention_users_d1,installs_with_nan,spend_with_nan,clicks_with_nan,impressions_with_nan,ad_revenue_d0_with_nan,ad_revenue_d1_with_nan,retention_users_d0_with_nan,retention_users_d1_with_nan,iap_d0_with_nan,iap_d1_with_nan,dimset,publisher,metric,year,month,day,weekday,quarter,monthInQuarter,weekend,partOfMonth
10578,10578,1019,81012543,1,2023-11-19,1245387.0,97897.0,4143.424655999999,7926.0,2211.320405999999,0.0,0.0,2794.8397889999997,0.0,0.0,7926.0,4143.424655999999,97897.0,1245387.0,2211.320405999999,2794.8397889999997,,,,,218,1019,80,2023,10,18,6,3,1,1,1
10579,10579,1019,81012543,1,2023-11-20,1186730.0,94757.0,3838.890085000001,7204.0,1739.009403967503,0.0,0.0,2336.549762867617,0.0,0.0,7204.0,3838.890085000001,94757.0,1186730.0,1739.009403967503,2336.549762867617,,,,,218,1019,80,2023,10,19,0,3,1,0,1
10580,10580,1019,81012543,1,2023-11-21,1179253.0,101508.0,4076.455913,8820.0,3116.219667686458,0.0,0.0,4022.1868402050113,0.0,0.0,8820.0,4076.455913,101508.0,1179253.0,3116.219667686458,4022.1868402050113,,,,,218,1019,80,2023,10,20,1,3,1,0,2
10581,10581,1019,81012543,1,2023-11-22,1148856.0,111959.0,4850.012022999999,9126.0,3492.732887024039,0.0,0.0,4400.7816596411685,0.0,0.0,9126.0,4850.012022999999,111959.0,1148856.0,3492.732887024039,4400.7816596411685,,,,,218,1019,80,2023,10,21,2,3,1,0,2
10582,10582,1019,81012543,1,2023-11-23,1216113.0,182090.0,6524.6212239999995,10203.0,3902.3674107103334,0.0,0.0,5028.368018710333,0.0,0.0,10203.0,6524.6212239999995,182090.0,1216113.0,3902.3674107103334,5028.368018710333,,,,,218,1019,80,2023,10,22,3,3,1,0,2
10583,10583,1019,81012543,1,2023-11-24,1195937.0,175592.0,5696.729296000001,9202.0,3488.10726967268,0.0,0.0,4365.943082771286,0.0,0.0,9202.0,5696.729296000001,175592.0,1195937.0,3488.10726967268,4365.943082771286,,,,,218,1019,80,2023,10,23,4,3,1,0,2
10584,10584,1019,81012543,1,2023-11-25,1290599.0,179696.0,5742.477939999998,10147.0,3304.7465214752588,0.0,0.0,4218.709577262567,0.0,0.0,10147.0,5742.477939999998,179696.0,1290599.0,3304.7465214752588,4218.709577262567,,,,,218,1019,80,2023,10,24,5,3,1,1,2
10585,10585,1019,81012543,1,2023-11-26,1267156.0,184713.0,5969.959560999999,10802.0,3385.2813661984565,0.0,0.0,4135.537877245988,0.0,0.0,10802.0,5969.959560999999,184713.0,1267156.0,3385.2813661984565,4135.537877245988,,,,,218,1019,80,2023,10,25,6,3,1,1,2
10586,10586,1019,81012543,1,2023-11-27,1138776.0,139761.0,5263.713428,8202.0,2544.386766096117,0.0,0.0,3245.8218441751524,0.0,0.0,8202.0,5263.713428,139761.0,1138776.0,2544.386766096117,3245.8218441751524,,,,,218,1019,80,2023,10,26,0,3,1,0,2
10587,10587,1019,81012543,1,2023-11-28,1111798.0,105325.0,4849.536996999999,7843.0,2196.92317373689,0.0,0.0,2901.375254619221,0.0,0.0,7843.0,4849.536996999999,105325.0,1111798.0,2196.92317373689,2901.375254619221,,,,,218,1019,80,2023,10,27,1,3,1,0,2
10588,10588,1019,81012543,1,2023-11-29,1066252.0,94810.0,4878.782981,7774.0,2183.2533117234516,0.0,0.0,2768.962973037606,0.0,0.0,7774.0,4878.782981,94810.0,1066252.0,2183.2533117234516,2768.962973037606,,,,,218,1019,80,2023,10,28,2,3,1,0,2
10589,10589,1019,81012543,1,2023-11-30,1059155.0,89660.0,4443.78204,7146.0,2135.9308163143505,0.0,0.0,2767.0178922044483,0.0,0.0,7146.0,4443.78204,89660.0,1059155.0,2135.9308163143505,2767.0178922044483,,,,,218,1019,80,2023,10,29,3,3,1,0,2
10590,10590,1019,81012543,1,2023-12-01,1249232.0,96001.0,4587.884186,7671.0,2145.4762171026778,0.0,0.0,2723.967935233013,0.0,0.0,7671.0,4587.884186,96001.0,1249232.0,2145.4762171026778,2723.967935233013,,,,,218,1019,80,2023,11,0,4,3,2,0,0
10591,10591,1019,81012543,1,2023-12-02,1290175.0,108076.0,5059.954165,8937.0,2649.866490406464,0.0,0.0,3346.252200196994,0.0,0.0,8937.0,5059.954165,108076.0,1290175.0,2649.866490406464,3346.252200196994,,,,,218,1019,80,2023,11,1,5,3,2,1,0
10592,10592,1019,81012543,1,2023-12-03,1341201.0,113411.0,5015.737291000001,9001.0,2722.098535072546,0.0,0.0,3274.63964213535,0.0,0.0,9001.0,5015.737291000001,113411.0,1341201.0,2722.098535072546,3274.63964213535,,,,,218,1019,80,2023,11,2,6,3,2,1,0
10593,10593,1019,81012543,1,2023-12-04,1326556.0,98488.0,4611.49435,7305.0,2180.5907563086394,0.0,0.0,2724.58184730864,0.0,0.0,7305.0,4611.49435,98488.0,1326556.0,2180.5907563086394,2724.58184730864,,,,,218,1019,80,2023,11,3,0,3,2,0,0
10594,10594,1019,81012543,1,2023-12-05,1238547.0,90155.0,4292.288878999999,7100.0,1944.084451538332,0.0,0.0,2468.1414838947053,0.0,0.0,7100.0,4292.288878999999,90155.0,1238547.0,1944.084451538332,2468.1414838947053,,,,,218,1019,80,2023,11,4,1,3,2,0,0
10595,10595,1019,81012543,1,2023-12-06,1234212.0,106408.0,4211.713659999999,6900.0,2028.9795601999176,0.0,0.0,2547.9778439306024,0.0,0.0,6900.0,4211.713659999999,106408.0,1234212.0,2028.9795601999176,2547.9778439306024,,,,,218,1019,80,2023,11,5,2,3,2,0,0
10596,10596,1019,81012543,1,2023-12-07,1171894.0,79881.0,4065.146819000002,6627.0,1822.8735313150544,0.0,0.0,2296.299958531541,0.0,0.0,6627.0,4065.146819000002,79881.0,1171894.0,1822.8735313150544,2296.299958531541,,,,,218,1019,80,2023,11,6,3,3,2,0,0
10597,10597,1019,81012543,1,2023-12-08,1173119.0,81203.0,4107.456451999999,6933.0,1804.935253973845,0.0,0.0,2291.444245535686,0.0,0.0,6933.0,4107.456451999999,81203.0,1173119.0,1804.935253973845,2291.444245535686,,,,,218,1019,80,2023,11,7,4,3,2,0,0
10598,10598,1019,81012543,1,2023-12-09,1204716.0,95267.0,4653.375653000002,7834.0,2272.977510869396,0.0,0.0,2811.8763950554294,0.0,0.0,7834.0,4653.375653000002,95267.0,1204716.0,2272.977510869396,2811.8763950554294,,,,,218,1019,80,2023,11,8,5,3,2,1,0
10599,10599,1019,81012543,1,2023-12-10,1242204.0,101470.0,4630.064405999998,8145.0,2448.362875574843,0.0,0.0,2905.985668995413,0.0,0.0,8145.0,4630.064405999998,101470.0,1242204.0,2448.362875574843,2905.985668995413,,,,,218,1019,80,2023,11,9,6,3,2,1,0
10600,10600,1019,81012543,1,2023-12-11,1136364.0,72907.0,3746.275145,6288.0,1901.6275080555015,0.0,0.0,2415.123061648191,0.0,0.0,6288.0,3746.275145,72907.0,1136364.0,1901.6275080555015,2415.123061648191,,,,,218,1019,80,2023,11,10,0,3,2,0,1
10601,10601,1019,81012543,1,2023-12-12,886393.0,56344.0,3072.51065,5409.0,1424.467515827407,0.0,0.0,1834.9606780434972,0.0,0.0,5409.0,3072.51065,56344.0,886393.0,1424.467515827407,1834.9606780434972,,,,,218,1019,80,2023,11,11,1,3,2,0,1
10602,10602,1019,81012543,1,2023-12-13,873630.0,57106.0,3177.508260999999,5421.0,1478.022709536483,0.0,0.0,1915.7515909341053,0.0,0.0,5421.0,3177.508260999999,57106.0,873630.0,1478.022709536483,1915.7515909341053,,,,,218,1019,80,2023,11,12,2,3,2,0,1
10603,10603,1019,81012543,1,2023-12-14,889247.0,64053.0,3150.690142,5481.0,1425.930544548742,0.0,0.0,1777.1343676597137,0.0,0.0,5481.0,3150.690142,64053.0,889247.0,1425.930544548742,1777.1343676597137,,,,,218,1019,80,2023,11,13,3,3,2,0,1
10604,10604,1019,81012543,1,2023-12-15,847111.0,65112.0,3098.3347009999993,5322.0,1362.9144385121444,0.0,0.0,1715.1248221312144,0.0,0.0,5322.0,3098.3347009999993,65112.0,847111.0,1362.9144385121444,1715.1248221312144,,,,,218,1019,80,2023,11,14,4,3,2,0,1
10605,10605,1019,81012543,1,2023-12-16,970389.0,83661.0,3814.255017,6776.0,1867.248170884915,0.0,0.0,2373.8970056701205,0.0,0.0,6776.0,3814.255017,83661.0,970389.0,1867.248170884915,2373.8970056701205,,,,,218,1019,80,2023,11,15,5,3,2,1,1
10606,10606,1019,81012543,1,2023-12-17,1024243.0,88428.0,3922.092017,6970.0,2007.0241731000835,0.0,0.0,2435.329549165308,0.0,0.0,6970.0,3922.092017,88428.0,1024243.0,2007.0241731000835,2435.329549165308,,,,,218,1019,80,2023,11,16,6,3,2,1,1
10607,10607,1019,81012543,1,2023-12-18,922864.0,71922.0,3344.5514949999997,5914.0,1511.5471631385262,0.0,0.0,1893.2702375497693,0.0,0.0,5914.0,3344.5514949999997,71922.0,922864.0,1511.5471631385262,1893.2702375497693,,,,,218,1019,80,2023,11,17,0,3,2,0,1
10608,10608,1019,81012543,1,2023-12-19,844793.0,63234.0,2608.7709460000005,4811.0,1251.8201711695094,0.0,0.0,1562.5117919101422,0.0,0.0,4811.0,2608.7709460000005,63234.0,844793.0,1251.8201711695094,1562.5117919101422,,,,,218,1019,80,2023,11,18,1,3,2,0,1
10609,10609,1019,81012543,1,2023-12-20,751529.0,56131.0,2465.573930999999,4820.0,1199.9967392554938,0.0,0.0,1525.9921418398274,0.0,0.0,4820.0,2465.573930999999,56131.0,751529.0,1199.9967392554938,1525.9921418398274,,,,,218,1019,80,2023,11,19,2,3,2,0,1
10610,10610,1019,81012543,1,2023-12-21,743163.0,49672.0,2573.0359089999997,4637.0,1175.0983428641284,0.0,0.0,1490.5703928641285,0.0,0.0,4637.0,2573.0359089999997,49672.0,743163.0,1175.0983428641284,1490.5703928641285,,,,,218,1019,80,2023,11,20,3,3,2,0,2
10611,10611,1019,81012543,1,2023-12-22,761954.0,55911.0,2778.2868089999997,4991.0,1330.4574724130623,0.0,0.0,1650.4311057883872,0.0,0.0,4991.0,2778.2868089999997,55911.0,761954.0,1330.4574724130623,1650.4311057883872,,,,,218,1019,80,2023,11,21,4,3,2,0,2
10612,10612,1019,81012543,1,2023-12-23,797130.0,56507.0,2851.997789999999,5437.0,1497.146264068254,0.0,0.0,1839.6631433398952,0.0,0.0,5437.0,2851.997789999999,56507.0,797130.0,1497.146264068254,1839.6631433398952,,,,,218,1019,80,2023,11,22,5,3,2,1,2
10613,10613,1019,81012543,1,2023-12-24,837353.0,58140.0,2811.2536929999997,5393.0,1475.199594077651,0.0,0.0,1760.6980012856222,0.0,0.0,5393.0,2811.2536929999997,58140.0,837353.0,1475.199594077651,1760.6980012856222,,,,,218,1019,80,2023,11,23,6,3,2,1,2
